StudentID,IssueDate,DueDate,ReturnDate,FineAmount,RenewalCount,ReservationStatus,BookID
S16612,17/01/2024,31/01/2024,31/01/2024,0,0,Reserved,B8981
S12120,23/05/2022,06/06/2022,22/05/2022,0,1,Not Reserved,B9007
S17568,07/10/2022,21/10/2022,21/10/2022,0,0,Reserved,B9362
S13894,24/09/2024,08/10/2024,10/10/2024,20,1,Not Reserved,B9139
S11267,06/05/2023,20/05/2023,20/05/2023,0,1,Available,B9031
S8776,18/06/2022,02/07/2022,02/07/2022,0,3,Not Reserved,B9595
S15320,06/07/2024,20/07/2024,20/07/2024,0,0,Available,B8964
S13643,09/07/2022,23/07/2022,19/07/2022,0,0,Reserved,B9562
S18640,05/05/2024,19/05/2024,12/06/2024,240,0,Not Reserved,B9474
S10767,15/02/2024,29/02/2024,29/02/2024,0,1,Reserved,B9335
S16430,30/03/2022,13/04/2022,13/04/2022,0,1,Reserved,B9331
S14677,04/03/2022,18/03/2022,05/04/2022,180,3,Not Reserved,B8860
S9376,08/05/2024,22/05/2024,28/04/2024,0,3,Waiting,B8920
S13029,12/08/2024,26/08/2024,05/09/2024,100,1,Not Reserved,B8765
S11825,26/01/2023,09/02/2023,09/02/2023,0,2,Reserved,B9090
S17723,15/08/2022,29/08/2022,29/08/2022,0,2,Available,B9121
S11166,02/03/2022,16/03/2022,16/03/2022,0,1,Not Reserved,B8911
S8949,29/11/2022,13/12/2022,13/12/2022,0,3,Reserved,B9555
S11881,22/02/2024,07/03/2024,07/03/2024,0,2,Not Reserved,B9485
S15857,16/08/2022,30/08/2022,30/08/2022,0,3,Reserved,B9504
S15865,14/09/2022,28/09/2022,28/09/2022,0,1,Not Reserved,B9639
S11356,11/07/2022,25/07/2022,25/07/2022,0,1,Not Reserved,B9683
S14885,18/01/2022,01/02/2022,01/02/2022,0,3,Reserved,B9538
S18174,31/07/2023,14/08/2023,10/09/2023,270,2,Reserved,B9337
S18573,23/03/2022,06/04/2022,20/04/2022,140,3,Not Reserved,B9125
S10491,11/11/2022,25/11/2022,25/11/2022,0,3,Waiting,B9026
S16661,18/07/2024,01/08/2024,12/08/2024,110,1,Available,B9663
S9380,10/11/2022,24/11/2022,24/11/2022,0,0,Not Reserved,B8721
S10706,13/05/2023,27/05/2023,19/06/2023,230,3,Not Reserved,B9210
S10296,14/01/2023,28/01/2023,06/02/2023,90,1,Waiting,B8825
S11662,23/12/2024,06/01/2025,10/01/2025,40,1,Reserved,B9486
S13191,31/07/2024,14/08/2024,14/08/2024,0,0,Not Reserved,B9134
S9235,21/12/2024,04/01/2025,27/12/2024,0,3,Not Reserved,B9156
S14832,10/11/2024,24/11/2024,24/11/2024,0,1,Available,B9699
S11470,04/07/2022,18/07/2022,18/07/2022,0,3,Not Reserved,B9651
S9113,12/08/2023,26/08/2023,26/08/2023,0,1,Waiting,B9546
S17411,30/06/2022,14/07/2022,14/07/2022,0,2,Not Reserved,B9663
S11032,17/10/2024,31/10/2024,31/10/2024,0,0,Not Reserved,B9306
S9546,30/10/2023,13/11/2023,16/10/2023,0,0,Waiting,B8905
S16674,10/08/2023,24/08/2023,24/08/2023,0,1,Reserved,B9503
S13594,28/12/2022,11/01/2023,11/01/2023,0,3,Not Reserved,B8981
S13810,19/02/2024,04/03/2024,04/03/2024,0,3,Not Reserved,B8744
S11393,08/10/2022,22/10/2022,31/10/2022,90,2,Not Reserved,B9310
S12743,05/01/2023,19/01/2023,19/01/2023,0,1,Waiting,B9566
S10667,17/03/2024,31/03/2024,31/03/2024,0,1,Available,B8882
S18052,17/07/2023,31/07/2023,29/07/2023,0,0,Reserved,B9476
S14696,22/03/2024,05/04/2024,05/04/2024,0,3,Not Reserved,B9019
S15302,25/07/2024,08/08/2024,01/09/2024,240,0,Available,B9172
S14705,27/06/2022,11/07/2022,11/07/2022,0,3,Available,B9043
S18020,20/06/2024,04/07/2024,27/06/2024,0,3,Not Reserved,B9121
S11221,05/07/2023,19/07/2023,19/07/2023,0,1,Reserved,B9218
S17539,20/03/2022,03/04/2022,19/03/2022,0,2,Not Reserved,B9560
S14908,18/12/2024,01/01/2025,01/01/2025,0,0,Not Reserved,B9028
S18018,12/04/2022,26/04/2022,12/04/2022,0,0,Reserved,B9060
S17869,10/01/2022,24/01/2022,24/01/2022,0,1,Reserved,B9438
S14740,14/01/2023,28/01/2023,09/02/2023,120,0,Reserved,B8860
S14892,07/11/2023,21/11/2023,20/12/2023,290,1,Not Reserved,B9040
S12063,14/02/2022,28/02/2022,06/03/2022,60,3,Reserved,B8959
S16163,27/12/2022,10/01/2023,10/01/2023,0,3,Reserved,B9676
S14147,27/05/2024,10/06/2024,11/05/2024,0,0,Available,B9101
S14040,09/12/2023,23/12/2023,27/11/2023,0,3,Available,B9435
S18414,29/09/2023,13/10/2023,14/09/2023,0,0,Reserved,B9328
S11834,28/03/2022,11/04/2022,11/04/2022,0,1,Available,B8977
S8808,13/06/2024,27/06/2024,27/06/2024,0,0,Available,B9217
S14273,17/08/2022,31/08/2022,15/09/2022,150,3,Available,B9425
S11337,25/03/2023,08/04/2023,13/04/2023,50,0,Not Reserved,B9169
S14456,01/06/2022,15/06/2022,15/06/2022,0,3,Reserved,B9288
S15443,06/11/2023,20/11/2023,20/11/2023,0,1,Available,B8978
S12483,04/07/2023,18/07/2023,18/07/2023,0,2,Available,B9558
S18094,15/04/2023,29/04/2023,29/04/2023,0,1,Not Reserved,B9574
S9660,11/04/2024,25/04/2024,28/04/2024,30,2,Not Reserved,B8931
S17847,15/09/2023,29/09/2023,05/09/2023,0,3,Available,B9263
S11522,20/03/2022,03/04/2022,22/03/2022,0,3,Reserved,B9610
S16997,14/08/2023,28/08/2023,28/08/2023,0,0,Reserved,B8862
S10115,03/03/2024,17/03/2024,16/04/2024,300,0,Available,B9319
S15535,02/06/2023,16/06/2023,23/05/2023,0,2,Reserved,B9014
S14019,09/07/2024,23/07/2024,23/07/2024,0,3,Available,B8927
S17288,09/06/2023,23/06/2023,15/06/2023,0,3,Not Reserved,B9437
S18144,22/01/2022,05/02/2022,19/01/2022,0,2,Available,B9477
S18471,16/05/2023,30/05/2023,17/05/2023,0,3,Reserved,B9387
S11738,03/11/2023,17/11/2023,14/11/2023,0,2,Available,B9734
S11898,12/01/2022,26/01/2022,10/02/2022,150,3,Available,B8878
S17779,12/12/2022,26/12/2022,26/12/2022,0,1,Available,B9299
S12274,29/03/2024,12/04/2024,12/04/2024,0,1,Available,B9584
S16769,01/11/2022,15/11/2022,15/11/2022,0,2,Available,B9119
S15561,28/08/2023,11/09/2023,19/08/2023,0,1,Not Reserved,B8986
S17527,28/04/2024,12/05/2024,12/05/2024,0,1,Reserved,B9251
S9510,18/11/2022,02/12/2022,02/12/2022,0,0,Not Reserved,B9354
S13286,04/08/2023,18/08/2023,18/08/2023,0,0,Not Reserved,B8807
S8863,18/12/2023,01/01/2024,16/01/2024,150,1,Reserved,B9054
S9560,11/08/2023,25/08/2023,25/08/2023,0,3,Not Reserved,B9666
S15243,10/03/2023,24/03/2023,24/03/2023,0,2,Not Reserved,B9431
S18198,01/02/2024,15/02/2024,15/02/2024,0,2,Reserved,B8932
S10267,13/11/2022,27/11/2022,29/10/2022,0,2,Available,B8933
S10188,05/10/2023,19/10/2023,17/10/2023,0,1,Not Reserved,B8946
S9381,22/09/2024,06/10/2024,06/10/2024,0,1,Reserved,B9202
S14095,07/08/2023,21/08/2023,14/09/2023,240,1,Not Reserved,B9496
S12692,29/02/2024,14/03/2024,14/03/2024,0,0,Not Reserved,B9259
S11557,23/05/2022,06/06/2022,30/06/2022,240,1,Waiting,B9518
S16541,01/01/2024,15/01/2024,14/02/2024,300,3,Not Reserved,B9268
S9733,16/11/2023,30/11/2023,05/12/2023,50,2,Waiting,B9145
S9807,28/02/2023,14/03/2023,27/03/2023,130,3,Reserved,B8872
S16361,11/02/2024,25/02/2024,28/01/2024,0,0,Available,B8791
S12175,28/04/2024,12/05/2024,22/04/2024,0,3,Available,B9524
S15328,19/07/2024,02/08/2024,01/09/2024,300,2,Reserved,B8822
S18515,29/01/2023,12/02/2023,13/01/2023,0,1,Reserved,B9683
S16322,15/08/2024,29/08/2024,29/08/2024,0,3,Not Reserved,B9501
S18504,04/12/2024,18/12/2024,08/12/2024,0,1,Not Reserved,B9587
S11619,20/03/2023,03/04/2023,05/03/2023,0,3,Reserved,B9480
S9660,25/03/2023,08/04/2023,08/04/2023,0,3,Waiting,B9497
S16322,04/10/2023,18/10/2023,18/10/2023,0,3,Not Reserved,B9318
S16616,18/04/2023,02/05/2023,02/05/2023,0,0,Not Reserved,B9482
S17880,08/08/2022,22/08/2022,08/08/2022,0,0,Available,B9520
S16333,03/03/2023,17/03/2023,11/04/2023,250,3,Not Reserved,B8935
S10953,21/09/2023,05/10/2023,05/10/2023,0,1,Reserved,B9315
S9775,09/05/2024,23/05/2024,08/06/2024,160,1,Not Reserved,B9509
S14774,02/05/2023,16/05/2023,16/05/2023,0,3,Reserved,B9426
S16939,09/01/2024,23/01/2024,06/02/2024,140,1,Waiting,B9665
S9577,08/05/2022,22/05/2022,23/05/2022,10,3,Not Reserved,B9288
S16614,12/03/2023,26/03/2023,26/03/2023,0,1,Not Reserved,B8863
S16353,30/12/2022,13/01/2023,01/01/2023,0,3,Not Reserved,B9219
S18429,16/03/2024,30/03/2024,05/04/2024,60,3,Not Reserved,B9715
S15138,27/08/2023,10/09/2023,27/08/2023,0,2,Reserved,B9688
S9250,23/03/2023,06/04/2023,06/04/2023,0,3,Not Reserved,B8862
S13757,23/05/2023,06/06/2023,06/06/2023,0,2,Not Reserved,B9296
S11589,07/01/2023,21/01/2023,21/01/2023,0,3,Reserved,B9279
S11981,06/04/2024,20/04/2024,12/04/2024,0,3,Waiting,B8850
S15263,05/01/2024,19/01/2024,19/01/2024,0,0,Available,B9213
S16218,26/04/2023,10/05/2023,10/05/2023,0,3,Available,B9771
S17596,11/05/2023,25/05/2023,25/05/2023,0,3,Available,B8888
S12276,15/08/2024,29/08/2024,23/08/2024,0,3,Not Reserved,B9802
S10998,06/05/2023,20/05/2023,20/05/2023,0,3,Not Reserved,B8816
S12952,02/01/2022,16/01/2022,16/01/2022,0,0,Not Reserved,B8967
S12559,19/09/2022,03/10/2022,27/10/2022,240,0,Not Reserved,B8843
S14239,01/06/2023,15/06/2023,15/06/2023,0,1,Reserved,B9034
S10619,08/04/2023,22/04/2023,18/04/2023,0,1,Waiting,B9256
S16789,28/07/2023,11/08/2023,17/07/2023,0,2,Not Reserved,B9138
S13707,13/03/2023,27/03/2023,18/04/2023,220,1,Reserved,B9289
S15613,02/02/2024,16/02/2024,10/03/2024,230,1,Not Reserved,B8838
S12965,26/10/2022,09/11/2022,16/10/2022,0,1,Available,B8926
S12355,02/08/2022,16/08/2022,03/08/2022,0,2,Reserved,B9397
S12718,03/09/2022,17/09/2022,22/09/2022,50,2,Not Reserved,B9047
S10381,30/03/2022,13/04/2022,13/04/2022,0,1,Not Reserved,B8878
S12411,06/03/2024,20/03/2024,20/03/2024,0,0,Not Reserved,B9177
S9732,25/08/2023,08/09/2023,25/09/2023,170,1,Waiting,B9267
S16339,20/07/2022,03/08/2022,15/08/2022,120,3,Waiting,B9769
S9026,07/06/2023,21/06/2023,29/06/2023,80,0,Not Reserved,B9041
S17687,07/09/2024,21/09/2024,21/09/2024,0,0,Not Reserved,B9152
S10641,04/08/2023,18/08/2023,18/08/2023,0,1,Available,B8993
S18594,29/11/2024,13/12/2024,07/01/2025,250,0,Not Reserved,B9327
S13216,19/11/2023,03/12/2023,25/11/2023,0,2,Waiting,B9059
S16444,27/06/2023,11/07/2023,11/07/2023,0,0,Not Reserved,B8948
S16222,18/11/2023,02/12/2023,02/12/2023,0,2,Available,B9199
S9832,11/09/2023,25/09/2023,10/09/2023,0,2,Available,B9386
S9469,07/12/2022,21/12/2022,21/12/2022,0,3,Available,B9458
S11496,15/07/2023,29/07/2023,01/08/2023,30,1,Available,B9830
S10720,13/11/2023,27/11/2023,27/11/2023,0,0,Available,B9112
S16917,22/01/2023,05/02/2023,05/03/2023,280,0,Reserved,B9219
S15035,19/09/2022,03/10/2022,23/10/2022,200,0,Not Reserved,B9315
S16969,03/11/2023,17/11/2023,25/10/2023,0,1,Waiting,B9666
S14727,23/12/2022,06/01/2023,07/01/2023,10,1,Reserved,B9580
S10361,30/11/2022,14/12/2022,14/12/2022,0,3,Reserved,B9060
S15898,07/04/2022,21/04/2022,21/04/2022,0,0,Available,B9231
S9068,17/02/2024,02/03/2024,06/03/2024,40,3,Waiting,B9153
S9815,07/09/2024,21/09/2024,21/09/2024,0,0,Reserved,B9099
S15047,14/07/2024,28/07/2024,29/06/2024,0,2,Available,B9040
S11953,10/06/2023,24/06/2023,05/07/2023,110,2,Not Reserved,B9209
S10708,13/03/2024,27/03/2024,11/03/2024,0,3,Not Reserved,B9117
S14404,20/10/2022,03/11/2022,03/11/2022,0,1,Not Reserved,B9615
S13041,08/08/2024,22/08/2024,03/09/2024,120,0,Not Reserved,B9031
S9096,07/12/2023,21/12/2023,21/12/2023,0,2,Available,B9165
S14647,28/01/2022,11/02/2022,22/01/2022,0,3,Not Reserved,B9731
S13017,22/10/2023,05/11/2023,03/11/2023,0,3,Reserved,B9447
S12931,25/03/2023,08/04/2023,08/04/2023,0,3,Available,B8957
S16709,02/01/2022,16/01/2022,24/01/2022,80,1,Reserved,B9672
S18620,09/05/2024,23/05/2024,23/05/2024,0,2,Reserved,B8970
S12786,16/08/2024,30/08/2024,17/09/2024,180,3,Reserved,B9138
S9463,21/12/2022,04/01/2023,11/01/2023,70,0,Available,B9248
S10624,07/05/2022,21/05/2022,22/04/2022,0,1,Waiting,B9769
S11685,13/08/2023,27/08/2023,27/08/2023,0,3,Reserved,B9339
S13428,17/06/2023,01/07/2023,01/07/2023,0,3,Not Reserved,B9685
S16984,18/01/2022,01/02/2022,31/01/2022,0,3,Reserved,B9544
S8995,30/07/2024,13/08/2024,13/08/2024,0,0,Not Reserved,B9272
S14335,04/08/2022,18/08/2022,11/08/2022,0,1,Waiting,B9270
S10637,29/10/2024,12/11/2024,12/11/2024,0,2,Not Reserved,B9652
S12523,15/11/2022,29/11/2022,21/12/2022,220,2,Not Reserved,B9161
S12445,21/04/2024,05/05/2024,05/05/2024,0,3,Reserved,B8910
S14588,16/08/2023,30/08/2023,30/08/2023,0,3,Available,B8965
S18146,28/10/2024,11/11/2024,03/11/2024,0,0,Reserved,B9571
S10507,27/01/2022,10/02/2022,10/02/2022,0,0,Available,B9847
S11781,12/07/2024,26/07/2024,17/07/2024,0,1,Available,B8966
S18499,06/04/2024,20/04/2024,05/05/2024,150,3,Reserved,B9348
S9348,19/01/2023,02/02/2023,02/02/2023,0,0,Not Reserved,B9591
S8965,21/11/2024,05/12/2024,05/12/2024,0,3,Available,B9483
S9502,14/08/2022,28/08/2022,28/08/2022,0,2,Not Reserved,B8976
S10026,02/05/2024,16/05/2024,20/04/2024,0,0,Available,B9735
S16350,13/01/2022,27/01/2022,01/02/2022,50,1,Waiting,B9815
S10381,31/10/2022,14/11/2022,27/10/2022,0,0,Not Reserved,B9369
S18216,04/05/2023,18/05/2023,18/05/2023,0,3,Not Reserved,B9822
S16673,21/04/2022,05/05/2022,02/05/2022,0,0,Not Reserved,B9394
S16923,09/11/2023,23/11/2023,23/11/2023,0,2,Available,B9310
S11433,10/01/2024,24/01/2024,24/01/2024,0,0,Available,B9069
S12663,01/08/2023,15/08/2023,15/08/2023,0,2,Not Reserved,B9048
S14919,14/01/2022,28/01/2022,16/02/2022,190,2,Reserved,B8942
S9973,13/08/2023,27/08/2023,06/09/2023,100,3,Waiting,B9396
S9790,05/09/2024,19/09/2024,15/09/2024,0,2,Reserved,B9612
S9127,23/01/2022,06/02/2022,06/02/2022,0,1,Not Reserved,B9684
S11360,30/08/2023,13/09/2023,13/09/2023,0,1,Available,B9259
S11469,10/01/2022,24/01/2022,24/01/2022,0,1,Not Reserved,B9254
S10523,07/05/2022,21/05/2022,21/05/2022,0,2,Not Reserved,B9235
S14540,24/07/2024,07/08/2024,07/08/2024,0,1,Available,B9715
S12591,01/03/2024,15/03/2024,15/03/2024,0,2,Reserved,B9790
S11603,19/06/2023,03/07/2023,04/06/2023,0,1,Reserved,B9567
S17386,21/06/2022,05/07/2022,05/07/2022,0,2,Not Reserved,B8942
S11103,04/03/2022,18/03/2022,18/03/2022,0,2,Reserved,B9539
S16939,17/06/2022,01/07/2022,19/07/2022,180,2,Available,B9813
S11750,25/12/2022,08/01/2023,28/01/2023,200,0,Available,B8932
S15080,31/01/2024,14/02/2024,14/02/2024,0,0,Not Reserved,B9181
S13284,25/08/2023,08/09/2023,30/09/2023,220,2,Not Reserved,B9297
S11242,26/08/2022,09/09/2022,08/09/2022,0,0,Not Reserved,B9029
S18119,25/09/2023,09/10/2023,23/10/2023,140,3,Not Reserved,B9017
S13402,29/07/2024,12/08/2024,12/08/2024,0,0,Available,B9043
S15748,13/11/2023,27/11/2023,27/11/2023,0,0,Available,B9713
S14655,11/05/2022,25/05/2022,24/06/2022,300,1,Not Reserved,B9815
S15635,26/03/2023,09/04/2023,09/04/2023,0,1,Reserved,B9473
S16029,25/09/2023,09/10/2023,04/10/2023,0,0,Waiting,B9395
S18041,06/04/2024,20/04/2024,17/04/2024,0,0,Reserved,B9462
S9146,08/11/2024,22/11/2024,22/11/2024,0,1,Not Reserved,B9657
S17045,18/11/2022,02/12/2022,14/12/2022,120,2,Available,B9863
S11447,27/04/2023,11/05/2023,11/05/2023,0,3,Not Reserved,B9721
S18514,28/03/2022,11/04/2022,11/04/2022,0,1,Available,B9743
S17602,01/09/2022,15/09/2022,15/09/2022,0,3,Available,B9341
S17399,10/03/2023,24/03/2023,18/03/2023,0,3,Reserved,B9511
S9498,22/05/2023,05/06/2023,05/06/2023,0,3,Not Reserved,B9770
S9895,12/08/2022,26/08/2022,26/08/2022,0,0,Reserved,B9235
S13862,03/12/2023,17/12/2023,17/12/2023,0,0,Available,B9875
S14812,14/09/2023,28/09/2023,28/09/2023,0,0,Waiting,B9595
S13378,03/01/2022,17/01/2022,21/12/2021,0,0,Not Reserved,B9023
S15885,29/03/2023,12/04/2023,11/04/2023,0,1,Available,B9278
S17778,17/09/2023,01/10/2023,22/09/2023,0,3,Not Reserved,B9835
S14285,20/02/2023,06/03/2023,06/03/2023,0,1,Waiting,B9346
S15725,01/05/2024,15/05/2024,29/05/2024,140,1,Available,B9033
S8926,27/06/2022,11/07/2022,11/07/2022,0,2,Reserved,B9254
S15225,28/06/2024,12/07/2024,12/07/2024,0,1,Available,B9808
S15703,11/01/2022,25/01/2022,25/01/2022,0,3,Not Reserved,B9613
S14925,13/01/2023,27/01/2023,27/01/2023,0,2,Available,B9563
S14434,30/06/2023,14/07/2023,14/07/2023,0,0,Reserved,B9582
S9294,02/02/2022,16/02/2022,16/02/2022,0,0,Reserved,B9379
S11723,09/09/2022,23/09/2022,16/09/2022,0,3,Reserved,B9153
S14552,30/03/2023,13/04/2023,13/04/2023,0,1,Not Reserved,B9518
S9554,09/11/2022,23/11/2022,23/11/2022,0,0,Reserved,B9519
S10275,12/02/2023,26/02/2023,26/02/2023,0,2,Waiting,B9241
S10792,23/02/2023,09/03/2023,09/03/2023,0,0,Not Reserved,B9656
S16755,29/07/2024,12/08/2024,27/08/2024,150,0,Reserved,B8946
S12092,22/01/2022,05/02/2022,05/02/2022,0,3,Reserved,B9392
S12959,10/11/2024,24/11/2024,24/11/2024,0,1,Reserved,B9457
S12569,24/06/2022,08/07/2022,08/07/2022,0,3,Not Reserved,B9844
S17753,04/09/2024,18/09/2024,30/09/2024,120,3,Available,B9642
S17578,16/04/2022,30/04/2022,30/04/2022,0,3,Not Reserved,B9806
S12367,07/10/2022,21/10/2022,19/11/2022,290,3,Not Reserved,B9120
S18808,25/11/2024,09/12/2024,17/12/2024,80,3,Available,B9556
S9417,30/06/2022,14/07/2022,26/06/2022,0,0,Available,B9251
S11148,03/11/2024,17/11/2024,17/11/2024,0,0,Reserved,B9067
S10479,22/02/2024,07/03/2024,18/02/2024,0,0,Not Reserved,B9435
S9589,24/05/2024,07/06/2024,07/06/2024,0,2,Available,B9903
S10873,18/06/2024,02/07/2024,15/06/2024,0,2,Reserved,B9128
S17318,15/01/2023,29/01/2023,28/01/2023,0,2,Not Reserved,B9871
S17916,26/01/2024,09/02/2024,09/02/2024,0,2,Available,B9591
S14263,18/10/2023,01/11/2023,01/11/2023,0,1,Not Reserved,B9183
S18129,26/01/2022,09/02/2022,09/02/2022,0,3,Waiting,B9524
S18001,30/09/2024,14/10/2024,14/10/2024,0,2,Available,B9646
S12047,25/04/2024,09/05/2024,09/05/2024,0,0,Not Reserved,B8967
S9146,17/04/2024,01/05/2024,01/05/2024,0,1,Reserved,B9240
S9610,30/09/2023,14/10/2023,14/10/2023,0,2,Available,B8960
S18524,25/11/2023,09/12/2023,14/12/2023,50,3,Not Reserved,B9324
S9318,26/10/2022,09/11/2022,30/11/2022,210,3,Available,B9737
S11256,17/02/2024,02/03/2024,02/03/2024,0,2,Reserved,B9521
S18241,25/02/2022,11/03/2022,26/02/2022,0,3,Reserved,B9387
S14323,22/07/2024,05/08/2024,27/07/2024,0,2,Not Reserved,B9576
S13499,14/10/2022,28/10/2022,16/11/2022,190,3,Available,B9783
S13444,26/03/2024,09/04/2024,09/04/2024,0,1,Not Reserved,B9278
S17558,11/09/2024,25/09/2024,25/09/2024,0,0,Waiting,B9164
S10447,26/02/2022,12/03/2022,08/03/2022,0,0,Available,B9731
S12827,18/10/2024,01/11/2024,24/10/2024,0,3,Available,B9337
S14289,25/06/2024,09/07/2024,09/07/2024,0,2,Available,B9459
S14504,05/08/2022,19/08/2022,19/08/2022,0,2,Not Reserved,B9367
S10946,12/11/2024,26/11/2024,26/11/2024,0,3,Reserved,B9642
S18022,19/10/2023,02/11/2023,28/10/2023,0,3,Available,B9607
S9384,29/01/2022,12/02/2022,29/01/2022,0,1,Waiting,B8978
S14594,03/04/2022,17/04/2022,30/03/2022,0,3,Not Reserved,B9570
S17601,05/11/2024,19/11/2024,19/11/2024,0,2,Not Reserved,B9613
S13419,14/06/2022,28/06/2022,28/06/2022,0,1,Not Reserved,B9113
S16188,14/05/2022,28/05/2022,16/05/2022,0,3,Not Reserved,B9603
S10616,01/05/2024,15/05/2024,06/06/2024,220,0,Available,B9137
S16995,05/05/2023,19/05/2023,19/05/2023,0,0,Not Reserved,B9936
S15964,14/02/2024,28/02/2024,28/02/2024,0,3,Reserved,B9564
S10821,01/06/2022,15/06/2022,23/05/2022,0,3,Available,B9403
S17060,09/08/2022,23/08/2022,27/08/2022,40,2,Available,B9407
S15290,21/05/2024,04/06/2024,27/06/2024,230,3,Not Reserved,B9503
S12272,14/05/2023,28/05/2023,28/05/2023,0,1,Not Reserved,B9919
S10872,27/01/2023,10/02/2023,10/02/2023,0,1,Available,B9186
S15541,15/09/2022,29/09/2022,08/09/2022,0,0,Reserved,B9238
S10503,11/01/2024,25/01/2024,04/02/2024,100,0,Reserved,B9500
S15320,03/02/2022,17/02/2022,17/02/2022,0,3,Not Reserved,B9877
S11719,11/12/2022,25/12/2022,04/12/2022,0,2,Available,B9455
S9567,05/01/2023,19/01/2023,19/01/2023,0,1,Available,B9669
S12968,18/04/2024,02/05/2024,03/05/2024,10,1,Reserved,B9163
S17840,11/02/2024,25/02/2024,16/03/2024,200,1,Not Reserved,B9933
S16872,29/09/2024,13/10/2024,18/09/2024,0,1,Reserved,B9554
S16884,26/02/2022,12/03/2022,12/03/2022,0,2,Waiting,B9194
S9384,07/07/2024,21/07/2024,21/07/2024,0,2,Not Reserved,B9315
S18516,23/02/2022,09/03/2022,09/03/2022,0,2,Available,B9513
S17176,16/04/2024,30/04/2024,25/04/2024,0,1,Reserved,B9215
S9343,23/05/2023,06/06/2023,06/06/2023,0,3,Available,B9806
S11123,11/03/2024,25/03/2024,25/03/2024,0,0,Not Reserved,B9506
S11677,24/02/2022,10/03/2022,10/03/2022,0,2,Not Reserved,B9135
S14122,09/02/2022,23/02/2022,23/02/2022,0,3,Not Reserved,B9818
S13856,07/06/2022,21/06/2022,09/06/2022,0,0,Available,B9709
S14377,23/06/2024,07/07/2024,24/06/2024,0,3,Not Reserved,B9486
S16351,08/01/2022,22/01/2022,23/01/2022,10,2,Available,B9161
S16874,30/08/2022,13/09/2022,13/09/2022,0,3,Not Reserved,B9700
S17545,06/10/2022,20/10/2022,20/10/2022,0,3,Reserved,B9267
S18220,05/06/2022,19/06/2022,19/06/2022,0,3,Available,B9231
S10365,29/09/2023,13/10/2023,13/10/2023,0,3,Not Reserved,B9318
S18185,13/06/2023,27/06/2023,27/06/2023,0,0,Waiting,B9130
S13327,08/02/2022,22/02/2022,22/02/2022,0,0,Not Reserved,B9420
S9837,22/12/2024,05/01/2025,24/01/2025,190,3,Not Reserved,B9399
S10162,16/09/2024,30/09/2024,27/09/2024,0,1,Reserved,B9863
S17863,13/01/2024,27/01/2024,17/01/2024,0,0,Not Reserved,B9121
S11496,06/02/2024,20/02/2024,20/02/2024,0,2,Not Reserved,B9014
S9592,05/09/2022,19/09/2022,01/10/2022,120,0,Available,B9931
S14961,02/10/2024,16/10/2024,16/10/2024,0,1,Not Reserved,B9279
S13378,07/12/2024,21/12/2024,21/12/2024,0,3,Available,B9127
S15993,16/12/2024,30/12/2024,12/01/2025,130,1,Not Reserved,B9136
S14848,12/06/2024,26/06/2024,13/07/2024,170,1,Reserved,B9057
S10087,05/10/2024,19/10/2024,19/10/2024,0,3,Not Reserved,B9350
S15949,28/07/2022,11/08/2022,11/08/2022,0,1,Reserved,B9994
S18288,17/05/2024,31/05/2024,31/05/2024,0,2,Available,B9532
S11618,31/08/2024,14/09/2024,28/09/2024,140,2,Available,B9971
S17392,18/05/2023,01/06/2023,14/05/2023,0,3,Available,B9693
S12591,24/09/2024,08/10/2024,05/10/2024,0,1,Not Reserved,B9592
S16445,21/08/2022,04/09/2022,04/09/2022,0,2,Available,B9818
S15024,24/08/2022,07/09/2022,07/09/2022,0,1,Reserved,B9751
S16156,11/10/2024,25/10/2024,25/10/2024,0,0,Not Reserved,B9874
S13000,09/09/2022,23/09/2022,23/09/2022,0,3,Not Reserved,B10001
S11242,19/11/2022,03/12/2022,03/12/2022,0,0,Not Reserved,B9518
S16790,21/03/2024,04/04/2024,25/03/2024,0,2,Not Reserved,B9425
S11198,24/06/2022,08/07/2022,05/07/2022,0,0,Reserved,B9660
S15263,25/10/2024,08/11/2024,08/11/2024,0,3,Not Reserved,B9053
S11429,22/08/2024,05/09/2024,29/08/2024,0,0,Waiting,B9268
S13729,29/02/2024,14/03/2024,09/04/2024,260,0,Available,B9045
S13212,10/07/2024,24/07/2024,02/07/2024,0,1,Not Reserved,B9290
S10170,10/06/2023,24/06/2023,20/07/2023,260,2,Reserved,B9125
S17014,17/03/2024,31/03/2024,30/04/2024,300,3,Available,B9175
S12216,14/06/2023,28/06/2023,28/06/2023,0,1,Not Reserved,B9909
S10594,04/05/2023,18/05/2023,18/05/2023,0,0,Available,B9774
S16665,22/05/2024,05/06/2024,19/06/2024,140,1,Waiting,B9175
S14198,09/02/2022,23/02/2022,23/02/2022,0,0,Not Reserved,B9087
S12517,24/06/2023,08/07/2023,08/07/2023,0,1,Available,B9239
S12349,23/12/2022,06/01/2023,06/01/2023,0,1,Reserved,B9345
S10694,05/04/2024,19/04/2024,19/04/2024,0,3,Available,B9735
S17030,03/05/2023,17/05/2023,17/05/2023,0,2,Not Reserved,B9569
S13213,22/08/2024,05/09/2024,09/08/2024,0,1,Not Reserved,B9714
S14605,24/11/2023,08/12/2023,07/12/2023,0,2,Available,B9657
S10216,31/05/2024,14/06/2024,14/06/2024,0,1,Available,B9689
